Category,Phrase,CES,Multiple CES,CNP-specific
VP,offer beautiful view,Aesthetic,, 
,offer breathtaking view,Aesthetic,,
,offer different view,Aesthetic,,
VP,offer educational program,Educational,, 
VP,offer fantastic view,Aesthetic,, 
,offer good view,Aesthetic,,
VP,offer great view,Aesthetic,, 
VP,offer incredible view,Aesthetic,, 
,offer nice view,Aesthetic,,
VP,offer number of activity,Recreational,, 
VP,offer panoramic view,Aesthetic,, 
VP,offer quiet relaxation,Spiritual,,CNP
VP,offer quite variety of flora,Biological,, 
VP,offer spectacular view,Aesthetic,,CNP 
VP,offer stunning view,Aesthetic,, 
NP,old barn,Cultural,, 
NP,old brewery,Cultural,,CNP
NP,old bridge,Identity,1, 
NP,old bridge,Cultural,2, 
NP,old building,Cultural,, 
NP,old cabin,Recreational,1, 
NP,old cabin,Educational,2, 
NP,old cemetery,Cultural,, 
NP,old church,Cultural,, 
NP,old daughter,Social,1,CNP 
NP,old daughter,Biological,2,CNP 
NP,old farm,Cultural,, 
NP,old forest,Biological,, 
NP,old growth forest,Identity,1, 
NP,old growth forest,Biological,2, 
NP,old growth tree,Biological,, 
NP,old historic building,Cultural,, 
NP,old historical building,Cultural,, 
NP,old home,Cultural,, 
NP,old house,Identity,, 
NP,old lodge,Cultural,, 
NP,old log cabin,Cultural,, 
NP,old mill,Identity,, 
NP,old mining,Cultural,, 
NP,old pueblo,Educational,, 
NP,old ranch,Identity,, 
NP,old school,Educational,, 
NP,old settlement,Identity,, 
NP,old tree,Biological,, 
NP,open meadow,Aesthetic,, 
NP,opportunity for picture,Aesthetic,1, 
NP,opportunity for picture,Recreational,2, 
NP,opportunity to see wildlife,Biological,, 
NP,osprey nest,Biological,, 
NP,other animal,Biological,,CNP 
NP,other bird,Biological,,CNP 
NP,other historic building,Cultural,, 
NP,other specie,Biological,,CNP 
NP,other wildlife,Biological,, 
NP,outdoor activity,Recreational,,CNP 
NP,outdoor adventure,Recreational,, 
NP,outdoor experience,Recreational,, 
NP,outdoor pilgrimage,Recreational,,CNP
NP,outstanding hike,Recreational,, 
NP,outstanding scenery,Aesthetic,, 
NP,outstanding view,Aesthetic,, 
VP,overlook canyon,Aesthetic,1, 
VP,overlook canyon,Identity,2, 
VP,overlook lake,Identity,, 
NP,overnight camping,Recreational,,CNP 
VP,overwhelm by,Spiritual,, 
,overwhelm by beauty,Aesthetic,,
NP,own picnic,Social,, 
VP,pack picnic,Recreational,, 
NP,paddle boat,Recreational,, 
NP,panorama trail,Aesthetic,, 
NP,panorama view,Aesthetic,, 
NP,panoramic view,Aesthetic,,CNP 
NP,panoramic vista,Aesthetic,, 
NP,paper forest,Biological,,CNP
NP,paper tree,Biological,,CNP
NP,paper tree forest,Biological,,CNP
NP,paradisiacal landscape,Aesthetic,1,CNP
NP,paradisiacal landscape,Identity,2,CNP
NP,paradisiacal place,Recreational,,CNP 
NP,paramo landscape,Aesthetic,1,CNP
NP,paramo landscape,Biological,2,CNP
NP,paramo vegetation,Biological,,CNP
NP,park ranger talk,Social,, 
NP,part of history,Cultural,, 
VP,participate in,Recreational,, 
VP,participate in junior ranger,Educational,, 
NP,patch of forest,Biological,,CNP
NP,peace and calm,Spiritual,,CNP 
NP,peace and harmony,Spiritual,,CNP 
NP,peace and serenity,Spiritual,,CNP 
NP,peace and solitude,Spiritual,, 
NP,peace and spirituality,Spiritual,,CNP 
NP,peace and tranquility,Spiritual,,CNP 
NP,peace and wellbeing,Spiritual,,CNP
NP,peace of mind,Spiritual,,CNP 
NP,peace of nature,Spiritual,,CNP 
NP,peace with nature,Spiritual,,CNP 
NP,peace without noise,Spiritual,,CNP
NP,peaceful area,Spiritual,, 
NP,peaceful drive,Recreational,1, 
NP,peaceful drive,Spiritual,2, 
NP,peaceful experience,Spiritual,, 
NP,peaceful hike,Recreational,, 
NP,peaceful lake,Spiritual,, 
NP,peaceful place,Spiritual,,CNP 
NP,peaceful setting,Spiritual,, 
NP,peaceful view,Aesthetic,1, 
NP,peaceful view,Spiritual,2, 
NP,peaceful walk,Recreational,, 
NP,peaty bog,Biological,,CNP
NP,pebble beach,Identity,, 
NP,peregrine falcon,Biological,, 
NP,perfect day trip,Recreational,, 
NP,perfect hike,Recreational,, 
NP,perfect landscape,Aesthetic,,CNP 
NP,perfect picnic,Recreational,, 
NP,perfect picture,Aesthetic,, 
NP,perfect place to clear mind,Spiritual,,CNP
NP,perfect view,Aesthetic,, 
VP,perform various activity,Recreational,,CNP
NP,period costume,Cultural,, 
NP,petrified forest,Aesthetic,, 
NP,petrified log,Biological,, 
NP,petrified tree,Biological,, 
NP,petrified wood,Biological,, 
NP,petroglyph panel,Cultural,, 
NP,phenomenal place,Aesthetic,,CNP 
NP,phenomenal view,Aesthetic,, 
NP,photo opportunity,Aesthetic,,CNP 
VP,photograph amazing variety of plant,Aesthetic,,CNP
VP,photograph sunrise,Aesthetic,, 
VP,photograph sunset,Aesthetic,, 
NP,photographer dream,Aesthetic,, 
NP,photographer paradise,Aesthetic,, 
NP,photographic opportunity,Aesthetic,, 
NP,photography opportunity,Aesthetic,, 
NP,physical activity,Recreational,, 
NP,physical beauty,Aesthetic,,CNP 
NP,picnic basket,Recreational,, 
VP,picnic by,Recreational,, 
VP,picnic here,Recreational,, 
VP,picnic in meadow,Recreational,, 
VP,picnic in park,Recreational,1, 
VP,picnic in park,Social,2, 
NP,picnic lunch,Social,, 
VP,picnic on large rock,Social,, 
VP,picnic on lawn,Recreational,, 
NP,picnic spot,Recreational,1, 
NP,picnic spot,Social,2, 
VP,picnic under tree,Social,, 
VP,picnic with family,Social,, 
NP,picnic with parent,Social,,CNP
NP,picture spot,Aesthetic,, 
NP,picturesque drive,Aesthetic,, 
NP,picturesque spot,Aesthetic,, 
NP,picturesque view,Aesthetic,, 
NP,piece of heaven,Spiritual,,CNP 
NP,piece of history,Identity,, 
VP,pilgrimage to,Recreational,,CNP
NP,pine forest,Biological,, 
NP,pine tree,Biological,, 
NP,pioneer cabin,Cultural,, 
NP,place for family,Social,, 
NP,place for hiking,Recreational,,CNP 
NP,place for kid,Social,, 
NP,place for photography,Aesthetic,1, 
NP,place for photography,Recreational,2, 
NP,place for picnic,Social,, 
NP,place for trekking,Recreational,,CNP 
NP,place for walk,Recreational,,CNP 
NP,place for wildlife,Biological,, 
NP,place of peace,Spiritual,,CNP 
NP,place of pilgrimage,Spiritual,,CNP
NP,place of solitude,Spiritual,, 
NP,place to admire beauty,Aesthetic,,CNP 
NP,place to bring friend,Social,,CNP 
NP,place to camp,Recreational,,CNP 
NP,place to enjoy nature,Spiritual,,CNP 
NP,place to hike,Recreational,,CNP 
NP,place to see wildlife,Biological,, 
NP,place to take photo,Aesthetic,,CNP 
NP,place to take picture,Aesthetic,, 
NP,place to view wildlife,Biological,, 
NP,plant and animal,Biological,,CNP 
NP,plant and animal life,Biological,,CNP
NP,plant and bird,Biological,,CNP 
NP,plant and flower,Biological,,CNP 
NP,plant and tree,Biological,,CNP 
NP,plant life,Biological,,CNP 
VP,play in cold water,Recreational,, 
VP,play in creek,Recreational,, 
VP,play in dune,Recreational,, 
VP,play in lake,Recreational,, 
VP,play in meadow,Recreational,, 
VP,play in nature,Recreational,, 
VP,play in pool,Recreational,, 
VP,play in river,Recreational,, 
VP,play in sand,Recreational,, 
VP,play in snow,Recreational,, 
VP,play in some snow,Recreational,, 
VP,play in stream,Recreational,, 
VP,play in water,Recreational,, 
VP,play in wood,Recreational,, 
VP,play soccer,Recreational,, 
VP,play with sand,Recreational,, 
VP,play with snow,Recreational,, 
VP,play with water,Recreational,, 
NP,pleasant drive,Recreational,, 
NP,pleasant hike,Recreational,, 
NP,pleasant walk,Recreational,, 
NP,plenty of alligator,Biological,, 
NP,plenty of bird,Biological,, 
NP,plenty of bison,Biological,, 
NP,plenty of overlook,Aesthetic,, 
NP,plenty of wildlife,Biological,, 
NP,point of interest,Identity,, 
VP,point out miniature plant,Biological,,CNP
VP,pollinate by,Educational,,CNP
NP,polylepis forest,Biological,,CNP
NP,polylepis tree,Biological,,CNP
NP,pond and lagoon,Aesthetic,1,CNP
NP,pond and lagoon,Identity,2,CNP
NP,pond and lagoon,Biological,3,CNP
NP,pond and lagoon,Biological,3,CNP
NP,ponderosa pine,Biological,, 
NP,popular hike,Recreational,, 
NP,postcard view,Aesthetic,, 
NP,power of nature,Identity,1, 
NP,power of nature,Recreational,2, 
VP,practice fishing,Recreational,,CNP
VP,practice sport,Recreational,,CNP
VP,practice sport fishing,Recreational,,CNP
NP,prehistoric animal,Biological,, 
NP,prehistoric time,Cultural,, 
VP,present unique landscape,Identity,,CNP
VP,preserve beauty,Aesthetic,, 
VP,preserve building,Cultural,, 
VP,preserve cabin,Cultural,, 
VP,preserve cave,Identity,, 
VP,preserve cavern,Cultural,, 
VP,preserve church,Cultural,, 
VP,preserve cliff,Identity,, 
VP,preserve cliff dwelling,Aesthetic,1, 
VP,preserve cliff dwelling,Cultural,2, 
VP,preserve dwelling,Cultural,, 
VP,preserve environment,Biological,, 
VP,preserve for enjoyment,Recreational,, 
VP,preserve for future generation,Cultural,, 
VP,preserve for generation,Cultural,, 
VP,preserve for posterity,Identity,, 
VP,preserve forest,Biological,, 
VP,preserve fossil,Educational,, 
VP,preserve historic building,Cultural,, 
VP,preserve historic site,Cultural,, 
VP,preserve history,Educational,1, 
VP,preserve history,Cultural,2, 
VP,preserve home,Cultural,, 
VP,preserve home and church,Cultural,, 
VP,preserve integrity,Cultural,, 
VP,preserve it for future generation,Recreational,, 
VP,preserve land,Cultural,, 
VP,preserve landscape,Identity,1, 
VP,preserve landscape,Educational,2, 
VP,preserve log cabin,Cultural,, 
VP,preserve natural beauty,Aesthetic,, 
VP,preserve natural environment,Identity,1, 
VP,preserve natural environment,Biological,2, 
VP,preserve natural monument,Identity,,CNP
VP,preserve natural state,Identity,1, 
VP,preserve natural state,Cultural,2, 
VP,preserve natural wonder,Identity,, 
VP,preserve nature,Aesthetic,,CNP 
VP,preserve old mill,Identity,, 
VP,preserve our land,Cultural,, 
VP,preserve our national park,Aesthetic,1, 
VP,preserve our national park,Biological,2, 
VP,preserve our national park,Cultural,3, 
VP,preserve our national park,Cultural,3, 
VP,preserve petroglyph,Cultural,, 
VP,preserve piece of history,Cultural,, 
VP,preserve plant,Biological,, 
VP,preserve pueblo,Cultural,, 
VP,preserve ruin,Identity,, 
VP,preserve ruin for future generation,Cultural,, 
VP,preserve structure,Cultural,, 
VP,preserve these giant tree,Biological,, 
VP,preserve this historical site,Identity,1, 
VP,preserve this historical site,Educational,2, 
VP,preserve this landmark,Cultural,, 
VP,preserve this national treasure,Cultural,, 
VP,preserve this natural wonder,Aesthetic,, 
VP,preserve this treasure,Identity,, 
VP,preserve treasure,Identity,1, 
VP,preserve treasure,Cultural,2, 
VP,preserve tree,Biological,, 
VP,preserve wilderness,Biological,, 
VP,preserve wildlife,Biological,, 
NP,pretty lake,Aesthetic,, 
NP,pretty view,Aesthetic,, 
NP,primary forest,Biological,,CNP
NP,prismatic spring,Aesthetic,, 
NP,pristine beauty,Aesthetic,, 
NP,pristine environment,Aesthetic,1,CNP 
NP,pristine environment,Identity,2,CNP 
NP,pristine lake,Aesthetic,, 
NP,pristine nature,Aesthetic,,CNP 
NP,pristine view in Ecuador,Biological,,CNP
NP,program for kid,Social,1, 
NP,program for kid,Educational,2, 
VP,protect delicate ecosystem,Biological,,CNP
VP,protect ecosystem,Biological,, 
VP,protect for generation,Cultural,, 
VP,protect fragile ecosystem,Biological,, 
VP,protect fragile plant,Biological,, 
VP,protect plant,Biological,, 
VP,protect sanctuary,Biological,1,CNP
VP,protect sanctuary,Cultural,2,CNP
VP,protect this environment,Educational,, 
VP,protect watershed,Biological,,CNP
VP,protect wildlife,Biological,, 
VP,provide amazing view,Aesthetic,, 
VP,provide beautiful view,Aesthetic,, 
VP,provide excellent view,Aesthetic,, 
VP,provide for great view,Aesthetic,, 
VP,provide good view,Aesthetic,, 
VP,provide great view,Aesthetic,, 
VP,provide information about history,Educational,, 
VP,provide information on flora,Biological,, 
VP,provide interesting history,Cultural,, 
VP,provide spectacular view,Aesthetic,, 
VP,provide unique view,Aesthetic,, 
NP,pueblo dwelling,Cultural,, 
NP,pueblo people,Cultural,, 
NP,pueblo ruin,Cultural,, 
NP,pure air,Spiritual,,CNP 
NP,pure beauty,Aesthetic,,CNP 
NP,pure nature,Educational,,CNP 
NP,pure tranquility,Spiritual,,CNP
NP,pure water,Biological,,CNP 
NP,pure white sand,Aesthetic,, 
NP,pure wilderness,Aesthetic,1,CNP 
NP,pure wilderness,Recreational,2,CNP 
NP,pure wilderness,Biological,3,CNP 
NP,pure wilderness,Biological,3,CNP 
NP,purity of air,Spiritual,,CNP
NP,quiet place,Spiritual,,CNP 
NP,quiet solitude,Spiritual,, 
NP,quinoa forest,Biological,,CNP
NP,rain forest,Identity,,CNP 
NP,ranch house,Identity,, 
NP,ranger activity,Educational,, 
NP,ranger presentation,Educational,, 
NP,ranger program,Educational,, 
NP,ranger talk,Educational,, 
NP,ranger walk,Social,, 
VP,reach summit,Recreational,, 
VP,reach top of mountain,Recreational,, 
VP,read about all history,Educational,, 
VP,read about flora,Educational,, 
VP,read history,Educational,, 
NP,real treasure,Identity,, 
VP,realize immensity of nature,Spiritual,,CNP
VP,receive miracle,Spiritual,,CNP
VP,reconnect with nature,Educational,,CNP 
NP,recreation of Lord,Spiritual,,CNP
NP,red cliff,Aesthetic,, 
NP,red fox,Biological,, 
NP,red rock,Identity,, 
NP,red rock formation,Identity,, 
NP,red sandstone,Identity,, 
NP,redwood forest,Biological,, 
NP,redwood tree,Biological,, 
VP,refresh soul,Spiritual,, 
VP,relax and calm walk,Recreational,,CNP
VP,relax for bit,Spiritual,, 
VP,relax for few hour,Recreational,, 
VP,relax for few minute,Spiritual,, 
VP,relax for moment,Spiritual,, 
VP,relax for while,Recreational,, 
VP,relax in peace,Spiritual,, 
VP,relax mind,Spiritual,,CNP
VP,relax on beach,Recreational,, 
VP,relax on bench,Recreational,, 
VP,relax on lake,Spiritual,, 
VP,relax on lawn,Recreational,, 
VP,relax on river,Recreational,, 
VP,relax on rock,Recreational,, 
VP,relax on shore,Recreational,, 
VP,relax soul,Spiritual,,CNP
VP,relax with drink,Recreational,1, 
VP,relax with drink,Social,2, 
VP,relax with family,Social,, 
VP,relax with kid,Social,, 
VP,relax with nature,Spiritual,, 
VP,relax with picnic,Recreational,, 
VP,relax with view,Aesthetic,,CNP 
NP,relaxing drive,Recreational,, 
NP,relaxing walk,Recreational,, 
NP,religious building,Cultural,, 
NP,religious experience,Spiritual,, 
NP,religious ritual,Spiritual,, 
VP,remember forever,Identity,1, 
VP,remember forever,Spiritual,2, 
VP,renew energy,Spiritual,,CNP
VP,renew your soul,Spiritual,, 
VP,rent bicycle,Recreational,, 
VP,rent bike,Recreational,, 
VP,rent boat,Recreational,, 
VP,rent canoe,Recreational,, 
VP,rent kayak,Recreational,, 
VP,rent sled,Recreational,, 
NP,rental bike,Recreational,, 
VP,respect spectacular nature and silence,Spiritual,,CNP
VP,rest along river,Recreational,, 
VP,rest along trail,Recreational,, 
VP,rest along way,Recreational,, 
VP,rest from city,Spiritual,,CNP
VP,rest from noise,Spiritual,,CNP
VP,rest on bench,Recreational,, 
VP,rest on rock,Recreational,, 
VP,rest on side,Recreational,, 
VP,rest on way,Recreational,, 
VP,restore building,Cultural,, 
VP,restore historical farm,Cultural,, 
VP,restore mural,Cultural,, 
VP,restore ruin,Recreational,1, 
VP,restore ruin,Cultural,2, 
VP,restore your soul,Spiritual,, 
VP,retain water,Recreational,1,CNP
VP,retain water,Educational,2,CNP
VP,retain water,Biological,3,CNP
VP,retain water,Biological,3,CNP
VP,reveal micro environment,Biological,,CNP
VP,revitalize peace,Spiritual,,CNP
VP,reward by,Spiritual,, 
VP,reward with amazing view,Aesthetic,, 
VP,reward with beautiful scenery,Aesthetic,, 
VP,reward with beautiful view,Aesthetic,, 
VP,reward with beautiful waterfall,Aesthetic,, 
VP,reward with breathtaking view,Educational,, 
VP,reward with fantastic view,Aesthetic,, 
VP,reward with great view,Aesthetic,, 
VP,reward with incredible view,Aesthetic,, 
VP,reward with magnificent view,Aesthetic,, 
VP,reward with spectacular view,Aesthetic,, 
VP,reward with stunning view,Aesthetic,, 
VP,reward with view,Aesthetic,, 
VP,reward with wonderful view,Aesthetic,, 
NP,rice field,Biological,,CNP
NP,rich history,Cultural,, 
NP,richness in flora,Biological,,CNP
VP,ride horse,Recreational,,CNP 
VP,ride motorcycle,Recreational,, 
VP,ride mule,Recreational,, 
VP,ride unicycle,Recreational,, 
VP,ride up canyon,Recreational,, 
VP,ride up mountain,Recreational,, 
VP,ride up to top,Recreational,, 
VP,ride up trail,Recreational,, 
NP,rim drive,Recreational,, 
NP,rim walk,Recreational,, 
NP,river and waterfall,Aesthetic,, 
NP,river otter,Biological,, 
NP,river walk,Recreational,, 
VP,roam around,Recreational,,CNP
VP,roam through,Recreational,,CNP
NP,rock and sand,Identity,1, 
NP,rock and sand,Biological,2, 
NP,rock and tree,Biological,, 
NP,rock cliff,Identity,, 
NP,rock climber,Recreational,, 
NP,rock climbing,Recreational,, 
NP,rock formation,Identity,,CNP 
NP,rock mountain,Identity,, 
NP,rock scramble,Recreational,, 
NP,rocky beach,Identity,, 
NP,rocky landscape,Identity,,CNP 
NP,rocky mountain,Identity,,CNP 
NP,rocky terrain,Identity,, 
NP,rocky trail,Recreational,, 
NP,round trip hike,Recreational,, 
NP,roundtrip hike,Recreational,, 
VP,rugge mountain,Identity,,CNP
